env_steps,episode,reward_mean,coverage_mean,ever_seen_fraction,percent_covered_at_least_once,maintained_fraction,uncovered_fraction,stale_fraction,active_agents,time_to_50_coverage,time_to_80_coverage,time_to_95_coverage,overlap_ratio_mean,collision_penalty_mean,min_inter_drone_dist,scan_efficiency_score
1080000,1,363.11004638671875,1.0,1.0,100.0,0.9833863556026865,0.0,0.01661364439731354,4.0,11.9,29.1,47.5,0.0,0.09523820877075195,6.238094329833984,0.0
1080000,2,435.8414001464844,1.0,1.0,100.0,0.9904761904761905,0.0,0.009523809523809525,4.0,13.200000000000001,40.900000000000006,101.9,0.0,0.0,7.992673397064209,0.0
1080000,3,-1008.0181274414062,0.9992743105950653,0.9992743105950653,99.92743105950653,0.9876632801161103,0.0007256894049346707,0.012336719883889695,4.0,12.8,42.0,81.5,0.0,0.10721397399902344,6.1422882080078125,0.0
1080000,4,-944.910400390625,0.9989477376359173,0.9989477376359173,99.89477376359173,0.9922834093300597,0.0010522623640827344,0.007716590669940372,4.0,8.6,48.5,78.7,0.042424242943525314,0.22387146949768066,5.209028244018555,0.0
1080000,5,-902.6884155273438,0.9989554317548747,0.9989554317548747,99.89554317548746,0.9860724233983287,0.0010445682451253324,0.013927576601671309,4.0,13.700000000000001,35.4,77.2,0.0,0.11005866527557373,6.11953067779541,0.0
1080000,6,-540.620361328125,0.9982332155477032,0.9982332155477032,99.82332155477032,0.9819787985865724,0.0017667844522968323,0.01802120141342756,4.0,10.700000000000001,72.4,113.4,0.0,0.0,8.235652923583984,0.0
1080000,7,-809.6754150390625,0.9982085274095306,0.9982085274095306,99.82085274095306,0.9935506986743102,0.0017914725904694118,0.006449301325689717,4.0,18.3,35.800000000000004,74.0,0.0,0.0,9.486818313598633,0.0
1080000,8,-953.320068359375,0.9989477376359173,0.9989477376359173,99.89477376359173,0.980708523325149,0.0010522623640827344,0.01929147667485093,4.0,13.4,33.5,50.6,0.0,0.12188726663589478,6.024901866912842,0.0
1080000,9,-1519.80908203125,0.9958847736625515,0.9958847736625515,99.58847736625515,0.9794238683127572,0.004115226337448541,0.0205761316872428,4.0,23.5,51.0,111.7,0.010101010091602802,1.306666612625122,2.200000047683716,0.0
1080000,10,433.24786376953125,1.0,1.0,100.0,0.9556940117687781,0.0,0.04430598823122188,4.0,9.600000000000001,24.5,93.30000000000001,0.0,0.0,7.9776225090026855,0.0
1080000,11,-661.7211303710938,0.9978142076502732,0.9978142076502732,99.78142076502732,0.9868852459016394,0.002185792349726823,0.013114754098360656,4.0,16.2,43.1,98.4,0.0,0.05025297403335571,6.597976207733154,0.0
1080000,12,409.3734130859375,1.0,1.0,100.0,0.9985449254274281,0.0,0.0014550745725718443,4.0,17.1,36.9,69.60000000000001,0.0,0.07065409421920776,6.434767246246338,0.0
1080000,13,-165.73992919921875,0.9961765728189086,0.9961765728189086,99.61765728189086,0.9923531456378172,0.00382342718109141,0.0076468543621828295,4.0,19.900000000000002,63.6,90.80000000000001,0.0,0.0,9.673185348510742,0.0
1080000,14,-542.750732421875,0.9981923355025307,0.9981923355025307,99.81923355025307,0.9934924078091106,0.0018076644974692746,0.006507592190889371,4.0,18.8,75.10000000000001,88.80000000000001,0.0,0.0,11.408011436462402,0.0
1080000,15,-414.4175109863281,1.0,1.0,100.0,0.9895155459146783,0.0,0.010484454085321764,4.0,21.400000000000002,44.5,121.60000000000001,0.0026041667442768812,1.2911149263381958,2.216712474822998,0.0
1080000,16,401.29852294921875,1.0,1.0,100.0,0.9893917963224894,0.0,0.010608203677510608,4.0,10.5,34.2,57.900000000000006,0.0,0.0,9.152859687805176,0.0
1080000,17,485.55059814453125,1.0,1.0,100.0,0.997571973638571,0.0,0.002428026361429067,4.0,11.5,36.1,50.6,0.0,0.0,11.365462303161621,0.0
1080000,18,454.5783996582031,1.0,1.0,100.0,0.9872385678837292,0.0,0.012761432116270826,4.0,12.0,57.1,79.60000000000001,0.0,0.0,8.644492149353027,0.0
1080000,19,-566.2504272460938,0.9982794218857536,0.9982794218857536,99.82794218857536,0.9927735719201651,0.0017205781142464183,0.0072264280798348245,4.0,10.4,38.6,102.9,0.0,0.0,7.019919395446777,0.0
1080000,20,-971.1087036132812,0.9993086761147598,0.9993086761147598,99.93086761147597,0.9813342550985137,0.0006913238852401804,0.018665744901486345,4.0,14.0,40.300000000000004,91.10000000000001,0.0,0.0,7.681476593017578,0.0
1080000,21,-937.7381591796875,0.9992880028479886,0.9992880028479886,99.92880028479885,0.9878960484158064,0.0007119971520114232,0.012103951584193664,4.0,11.4,51.900000000000006,117.10000000000001,0.0,0.0,11.862770080566406,0.0
1080000,22,-537.8065795898438,0.9961103253182461,0.9961103253182461,99.6110325318246,0.9897454031117398,0.0038896746817539407,0.010254596888260255,4.0,14.600000000000001,29.900000000000002,59.1,0.0,0.0,9.211769104003906,0.0
1080000,23,-746.5435180664062,0.9985835694050992,0.9985835694050992,99.85835694050992,0.9259915014164306,0.0014164305949008194,0.07400849858356941,4.0,10.600000000000001,37.1,102.9,0.0,0.0,9.20737361907959,0.0
1080000,24,387.451171875,1.0,1.0,100.0,0.9889958734525447,0.0,0.011004126547455296,4.0,13.600000000000001,64.5,106.5,0.0,0.0,8.165828704833984,0.0
1080000,25,-718.6016845703125,0.9996477632969355,0.9996477632969355,99.96477632969355,0.9978865797816132,0.0003522367030645013,0.0021134202183867557,4.0,12.700000000000001,38.7,104.4,0.0,0.0,7.763779640197754,0.0
1080000,26,-831.8731689453125,0.997907949790795,0.997907949790795,99.7907949790795,0.9822175732217573,0.0020920502092049986,0.01778242677824268,4.0,11.700000000000001,31.6,94.30000000000001,0.0,0.018268253654241562,4.66892671585083,0.0
1080000,27,-876.076904296875,0.9996515679442509,0.9996515679442509,99.9651567944251,0.9822299651567944,0.00034843205574908165,0.017770034843205575,4.0,16.400000000000002,36.9,84.7,0.0,0.0,9.745687484741211,0.0
1080000,28,-23.011444091796875,1.0,1.0,100.0,0.9916142557651991,0.0,0.008385744234800839,4.0,12.4,43.300000000000004,86.2,0.0,0.5423060655593872,3.2156617641448975,0.0
1080000,29,494.0908203125,1.0,1.0,100.0,0.974816369359916,0.0,0.025183630640083946,4.0,14.4,47.2,60.900000000000006,0.0,0.0,10.1443510055542,0.0
1080000,30,-923.9299926757812,0.9989429175475687,0.9989429175475687,99.89429175475686,0.9957716701902748,0.0010570824524313016,0.004228329809725159,4.0,11.3,46.6,82.10000000000001,0.0,0.0,7.735577583312988,0.0
1080000,31,-681.2369995117188,0.9978991596638656,0.9978991596638656,99.78991596638656,0.9894957983193278,0.0021008403361344463,0.01050420168067227,4.0,19.3,45.800000000000004,78.5,0.0,0.0,10.141324043273926,0.0
1080000,32,461.24517822265625,1.0,1.0,100.0,0.9758994062172547,0.0,0.024100593782745372,4.0,15.100000000000001,68.5,81.10000000000001,0.0,0.027732253074645996,6.778141975402832,0.0
1080000,33,217.04953002929688,1.0,1.0,100.0,0.9744218640504555,0.0,0.0255781359495445,4.0,17.900000000000002,44.5,55.2,0.01092896144837141,0.11206310987472534,6.103495121002197,0.0
1080000,34,394.6435241699219,1.0,1.0,100.0,0.9973929236499068,0.0,0.0026070763500931097,4.0,15.8,72.7,131.6,0.0,0.04762214422225952,6.619022846221924,0.0
1080000,35,399.68157958984375,1.0,1.0,100.0,0.9680925666199158,0.0,0.03190743338008415,4.0,17.900000000000002,31.400000000000002,80.30000000000001,0.0,0.001875758171081543,6.984993934631348,0.0
1080000,36,-718.237548828125,0.9996445076430857,0.9996445076430857,99.96445076430857,0.964095271951653,0.0003554923569143442,0.03590472804834696,4.0,25.900000000000002,46.800000000000004,117.80000000000001,0.0,0.0,9.352638244628906,0.0
1080000,37,-728.726806640625,0.9992849481587415,0.9992849481587415,99.92849481587415,0.9921344297461566,0.0007150518412585294,0.007865570253843403,4.0,11.8,31.200000000000003,51.800000000000004,0.0,0.0,8.668756484985352,0.0
1080000,38,233.15316772460938,1.0,1.0,100.0,0.9944827586206897,0.0,0.005517241379310344,4.0,13.4,31.0,49.0,0.0,0.1930779367685318,4.904608249664307,0.0
1080000,39,517.4190063476562,1.0,1.0,100.0,0.9885337039610841,0.0,0.011466296038915913,4.0,18.0,59.2,92.5,0.0,0.0,7.990721225738525,0.0
1080000,40,-911.3333129882812,0.998569896317483,0.998569896317483,99.8569896317483,0.9889166964604934,0.0014301036825169477,0.011083303539506614,4.0,10.9,35.4,70.10000000000001,0.0,0.3348810076713562,3.5825071334838867,0.0
1080000,41,462.84381103515625,1.0,1.0,100.0,0.9941480206540447,0.0,0.00585197934595525,4.0,13.9,48.2,87.0,0.0,0.013092517852783203,6.895259857177734,0.0
1080000,42,-210.03720092773438,0.9677293934681181,0.9677293934681181,96.77293934681181,0.9342923794712286,0.03227060653188185,0.06570762052877138,4.0,12.8,28.200000000000003,83.7,0.0,0.0,10.034903526306152,0.0
