env_steps,policy_loss,value_loss,entropy,frontier_aux_loss,corner_aux_loss,marginal_aux_loss,territorial_aux_loss,total_loss
15360,-0.004098816299422954,1156699426.6666667,2.1653984685738883,0.10985517670633271,0.19762304021666446,0.12830419838428497,0.06062767654657364,1156699427.1589777
30720,-0.008088036168677112,625739506.6666666,2.1868652453025184,0.018634162028320134,0.07056749429708968,0.15357081219553947,0.0553572082426399,625739506.9567083
46080,-0.006466198465204798,237199526.33333334,2.2144208947817483,0.032201713571945824,0.03206672053784132,0.15345340811957917,0.07366375563045342,237199526.61825272
61440,-0.004100153567075419,200589970.0,2.2344127794106803,0.04614814215650161,0.03724079874033729,0.1512623205780983,0.08669128858794768,200589970.31724238
76800,-0.004731854084335889,190389027.66666666,2.2462305227915444,0.0643899580463767,0.04107187781482935,0.15083386035015187,0.12265975509459774,190389028.04089025
92160,-0.0020961194629004845,193386877.33333334,2.2534626722335815,0.07602481466407578,0.04845703470831116,0.1294910356712838,0.11642887101819117,193386877.70163894
107520,-0.006159460065343107,134909923.33333334,2.263968199491501,0.07231269311159849,0.05400879719915489,0.13672806664059559,0.09294672093043725,134909923.68317017
122880,-0.007076373624537761,49747445.083333336,2.275886212786039,0.012000986413719753,0.04536535024332503,0.12152979616075754,0.04807905740259836,49747445.303232156
138240,-0.0053455549641512334,170055957.33333334,2.2910456508398056,0.03088390314951539,0.06538632279261947,0.32317789892355603,0.06430867974025507,170055957.81174457
153600,-0.005271282056734587,113342343.16666667,2.3006262431542077,0.06225827941671014,0.10248146019876003,0.5498047533134619,0.0866267333428065,113342343.96256661
168960,0.0029113036774409315,142038004.33333334,2.3094044625759125,0.09264434579138954,0.1543460755298535,0.6279215427736441,0.0978474598377943,142038005.30900407
184320,-0.0009533594275126234,137783217.16666666,2.3185989757378898,0.09977481188252568,0.18408575312544903,0.6582720627387365,0.10122370456034939,137783218.20906964
